Date,URL,Title,Price,Rank 1,Rank 2,Quantity of review,Review,Review Rating,ASIN
ToDayDate,https://www.amazon.com/dp/B08J5J8B83,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 64GB RAM, 1TB m.2 SATA SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Home) with Hub","$1,509.00","#573,731","#82,546",1,"So far, it’s working very well. No complaints yet",5.0 out of 5 stars,B08J5J8B83
ToDayDate,https://www.amazon.com/dp/B08J5DCPWS,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 32GB RAM, 512GB m.2 SATA SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Pro) with Hub","$1,409.00",,,1,"So far, it’s working very well. No complaints yet",5.0 out of 5 stars,B08J5DCPWS
ToDayDate,https://www.amazon.com/dp/B08J5DDL9K,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 32GB RAM, 1TB m.2 SATA SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Home) with Hub","$1,309.00",,,1,"So far, it’s working very well. No complaints yet",5.0 out of 5 stars,B08J5DDL9K
ToDayDate,https://www.amazon.com/dp/B08J5DD3DX,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 2TB m.2 SATA SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Home) with Hub","$1,359.00",,,1,"So far very happy with this laptop. Light weight, keys are comfortable and screen is plenty big",5.0 out of 5 stars,B08J5DD3DX
ToDayDate,https://www.amazon.com/dp/B08J4HV4TM,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 64GB RAM, 512GB PCIe SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Home) with Hub","$1,259.00","#196,136","#36,969",7,"I'm on day 2 of this laptop and the WiFi keeps dropping. None of my other laptops or devices in my household have this problem. Literally, I have to disconnect and reconnect every minute, sometimes more frequently. Deeply disappointing that they shipped this thing with a defective WiFi card.,So far so good. Got it pretty quickly and got settings all set up pretty quickly. Comes with everything I need.,This is a great computer! Fast processor, light, and great battery life. I use it for work that I do mostly from home.,This computer is exactly what my husband was looking for when it came to a work computer. Super easy to transport to and from work and it has tons of memory and awesome battery life.,Very pleased with the performance of the computer considering the cost. The keyboard and finger pad is not the best, but it operates well.,Bought it for work , It's light , fast and price was good!,Simple light weight laptop good for simple business use.","2.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,4.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars",B08J4HV4TM
ToDayDate,https://www.amazon.com/dp/B08J4HLTY8,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 1TB PCIe SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, 2xUSB 3.1, Win 10 Pro) with Hub","$1,309.00",,,0,,,B08J4HLTY8
ToDayDate,https://www.amazon.com/dp/B08J4KXQL9,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 1TB m.2 SATA SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Pro) with Hub","$1,259.00",,,1,"So far very happy with this laptop. Light weight, keys are comfortable and screen is plenty big",5.0 out of 5 stars,B08J4KXQL9
ToDayDate,https://www.amazon.com/dp/B08J4K8TK7,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 1TB m.2 SATA SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Home) with Hub","$1,109.00","#255,188","#46,622",1,"So far very happy with this laptop. Light weight, keys are comfortable and screen is plenty big",5.0 out of 5 stars,B08J4K8TK7
ToDayDate,https://www.amazon.com/dp/B08J4KH9Y6,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 512GB m.2 SATA SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Pro) with Hub","$1,209.00",,,1,"So far, it’s working very well. No complaints yet",5.0 out of 5 stars,B08J4KH9Y6
ToDayDate,https://www.amazon.com/dp/B08J5JCYW7,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 32GB RAM, 512GB PCIe SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Home) with Hub","$1,059.00",,,7,"I'm on day 2 of this laptop and the WiFi keeps dropping. None of my other laptops or devices in my household have this problem. Literally, I have to disconnect and reconnect every minute, sometimes more frequently. Deeply disappointing that they shipped this thing with a defective WiFi card.,So far so good. Got it pretty quickly and got settings all set up pretty quickly. Comes with everything I need.,This is a great computer! Fast processor, light, and great battery life. I use it for work that I do mostly from home.,This computer is exactly what my husband was looking for when it came to a work computer. Super easy to transport to and from work and it has tons of memory and awesome battery life.,Very pleased with the performance of the computer considering the cost. The keyboard and finger pad is not the best, but it operates well.,Bought it for work , It's light , fast and price was good!,Simple light weight laptop good for simple business use.","2.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,4.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars",B08J5JCYW7
ToDayDate,https://www.amazon.com/dp/B08J4HF98R,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 512GB m.2 SATA SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Home) with Hub","$1,059.00",,,1,"So far, it’s working very well. No complaints yet",5.0 out of 5 stars,B08J4HF98R
ToDayDate,https://www.amazon.com/dp/B08J4JCPSK,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 2TB PCIe SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, 2xUSB 3.1, Win 10 Home) with Hub","$1,059.00",,,0,,,B08J4JCPSK
ToDayDate,https://www.amazon.com/dp/B08J4J5QB2,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 32GB RAM, 512GB PCIe SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Pro) with Hub",$999.00,"#77,921","#13,796",7,"I'm on day 2 of this laptop and the WiFi keeps dropping. None of my other laptops or devices in my household have this problem. Literally, I have to disconnect and reconnect every minute, sometimes more frequently. Deeply disappointing that they shipped this thing with a defective WiFi card.,So far so good. Got it pretty quickly and got settings all set up pretty quickly. Comes with everything I need.,This is a great computer! Fast processor, light, and great battery life. I use it for work that I do mostly from home.,This computer is exactly what my husband was looking for when it came to a work computer. Super easy to transport to and from work and it has tons of memory and awesome battery life.,Very pleased with the performance of the computer considering the cost. The keyboard and finger pad is not the best, but it operates well.,Bought it for work , It's light , fast and price was good!,Simple light weight laptop good for simple business use.","2.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,4.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars",B08J4J5QB2
ToDayDate,https://www.amazon.com/dp/B08J5FRFY7,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 32GB RAM, 1TB PCIe SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, 2xUSB 3.1, Win 10 Home) with Hub","$1,099.00","#37,463","#6,140",7,"I'm on day 2 of this laptop and the WiFi keeps dropping. None of my other laptops or devices in my household have this problem. Literally, I have to disconnect and reconnect every minute, sometimes more frequently. Deeply disappointing that they shipped this thing with a defective WiFi card.,So far so good. Got it pretty quickly and got settings all set up pretty quickly. Comes with everything I need.,This is a great computer! Fast processor, light, and great battery life. I use it for work that I do mostly from home.,This computer is exactly what my husband was looking for when it came to a work computer. Super easy to transport to and from work and it has tons of memory and awesome battery life.,Very pleased with the performance of the computer considering the cost. The keyboard and finger pad is not the best, but it operates well.,Bought it for work , It's light , fast and price was good!,Simple light weight laptop good for simple business use.","2.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,4.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars",B08J5FRFY7
ToDayDate,https://www.amazon.com/dp/B08J4JF656,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 1TB PCIe SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, 2xUSB 3.1, Win 10 Home) with Hub",$949.00,"#235,152","#43,470",0,,,B08J4JF656
ToDayDate,https://www.amazon.com/dp/B08J5J7SW6,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 512GB PCIe SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Home) with Hub",$859.00,"#24,663","#3,787",7,"I'm on day 2 of this laptop and the WiFi keeps dropping. None of my other laptops or devices in my household have this problem. Literally, I have to disconnect and reconnect every minute, sometimes more frequently. Deeply disappointing that they shipped this thing with a defective WiFi card.,So far so good. Got it pretty quickly and got settings all set up pretty quickly. Comes with everything I need.,This is a great computer! Fast processor, light, and great battery life. I use it for work that I do mostly from home.,This computer is exactly what my husband was looking for when it came to a work computer. Super easy to transport to and from work and it has tons of memory and awesome battery life.,Very pleased with the performance of the computer considering the cost. The keyboard and finger pad is not the best, but it operates well.,Bought it for work , It's light , fast and price was good!,Simple light weight laptop good for simple business use.","2.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,4.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars",B08J5J7SW6
ToDayDate,https://www.amazon.com/dp/B07WGB7XBG,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display(Intel i7-9750H 6-Core, 64GB RAM, 2TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$3,299.00",,,0,,,B07WGB7XBG
ToDayDate,https://www.amazon.com/dp/B07WMFTKZM,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display (Intel i7-9750H 6-Core, 64GB RAM, 2TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10H)","$3,149.00",,,0,,,B07WMFTKZM
ToDayDate,https://www.amazon.com/dp/B07WHFPJ5X,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display(Intel i7-9750H 6-Core, 32GB RAM, 2TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$3,099.00",,,0,,,B07WHFPJ5X
ToDayDate,https://www.amazon.com/dp/B07WJK4PH5,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen (Intel i7-9750H 6-Core, 64GB RAM, 512GB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$2,999.00",,,0,,,B07WJK4PH5
ToDayDate,https://www.amazon.com/dp/B08J5D9TPG,"HP 15t 15-dy1771ms-Plus Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 512GB PCIe SSD, Intel Iris Plus, 15.6"" Touch HD (1366x768), WiFi, Bluetooth, Webcam, Win 10 Pro) with Hub",$859.00,"#17,069","#2,500",7,"I'm on day 2 of this laptop and the WiFi keeps dropping. None of my other laptops or devices in my household have this problem. Literally, I have to disconnect and reconnect every minute, sometimes more frequently. Deeply disappointing that they shipped this thing with a defective WiFi card.,So far so good. Got it pretty quickly and got settings all set up pretty quickly. Comes with everything I need.,This is a great computer! Fast processor, light, and great battery life. I use it for work that I do mostly from home.,This computer is exactly what my husband was looking for when it came to a work computer. Super easy to transport to and from work and it has tons of memory and awesome battery life.,Very pleased with the performance of the computer considering the cost. The keyboard and finger pad is not the best, but it operates well.,Bought it for work , It's light , fast and price was good!,Simple light weight laptop good for simple business use.","2.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,4.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars",B08J5D9TPG
ToDayDate,https://www.amazon.com/dp/B07WD5YF4N,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display(Intel i7-9750H 6-Core, 64GB RAM, 1TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$3,099.00",,,0,,,B07WD5YF4N
ToDayDate,https://www.amazon.com/dp/B07WGB8VVZ,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display (Intel i7-9750H 6-Core, 64GB RAM, 1TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10H)","$2,949.00","#298,053","#52,801",0,,,B07WGB8VVZ
ToDayDate,https://www.amazon.com/dp/B07WHH12CL,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display (Intel i7-9750H 6-Core, 32GB RAM, 2TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10H)","$2,949.00",,,0,,,B07WHH12CL
ToDayDate,https://www.amazon.com/dp/B07WJKR9Q7,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display(Intel i7-9750H 6-Core, 32GB RAM, 1TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$2,899.00",,,0,,,B07WJKR9Q7
ToDayDate,https://www.amazon.com/dp/B07WGBSG2G,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display(Intel i7-9750H 6-Core, 16GB RAM, 2TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$2,899.00",,,0,,,B07WGBSG2G
ToDayDate,https://www.amazon.com/dp/B07WFB5V2D,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen (Intel i7-9750H 6-Core, 64GB RAM, 256GB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$2,799.00",,,0,,,B07WFB5V2D
ToDayDate,https://www.amazon.com/dp/B07WCRPD6K,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen (Intel i7-9750H 6-Core, 64GB RAM, 512GB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10H)","$2,849.00",,,0,,,B07WCRPD6K
ToDayDate,https://www.amazon.com/dp/B07WGB79NV,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen (Intel i7-9750H 6-Core, 32GB RAM, 512GB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$2,799.00",,,0,,,B07WGB79NV
ToDayDate,https://www.amazon.com/dp/B07WCR59WZ,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display (Intel i7-9750H 6-Core, 16GB RAM, 2TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10H)","$2,749.00",,,0,,,B07WCR59WZ
ToDayDate,https://www.amazon.com/dp/B07WD71K5C,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display(Intel i7-9750H 6-Core, 16GB RAM, 1TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$2,699.00",,,0,,,B07WD71K5C
ToDayDate,https://www.amazon.com/dp/B07WJK7SFH,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen (Intel i7-9750H 6-Core, 32GB RAM, 256GB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$2,599.00",,,0,,,B07WJK7SFH
ToDayDate,https://www.amazon.com/dp/B07WHG8GV5,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen (Intel i7-9750H 6-Core, 64GB RAM, 256GB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10H)","$2,649.00",,,0,,,B07WHG8GV5
ToDayDate,https://www.amazon.com/dp/B07WGB96G6,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen (Intel i7-9750H 6-Core, 16GB RAM, 512GB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$2,599.00",,,0,,,B07WGB96G6
ToDayDate,https://www.amazon.com/dp/B07WJKQ6S8,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display (Intel i7-9750H 6-Core, 32GB RAM, 1TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10H)","$2,351.75",,,0,,,B07WJKQ6S8
ToDayDate,https://www.amazon.com/dp/B07WCS64BH,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen (Intel i7-9750H 6-Core, 32GB RAM, 256GB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10H)","$2,449.00",,,0,,,B07WCS64BH
ToDayDate,https://www.amazon.com/dp/B07WD77CK3,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen Display (Intel i7-9750H 6-Core, 16GB RAM, 1TB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10H)","$2,199.00",,,0,,,B07WD77CK3
ToDayDate,https://www.amazon.com/dp/B07WHHXCHT,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen (Intel i7-9750H 6-Core, 16GB RAM, 512GB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10H)","$1,939.99",,,0,,,B07WHHXCHT
ToDayDate,https://www.amazon.com/dp/B07WD6ZSCF,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen (Intel i7-9750H 6-Core, 16GB RAM, 256GB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win10Pro)","$2,399.00",,,0,,,B07WD6ZSCF
ToDayDate,https://www.amazon.com/dp/B0842WDF5T,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 64GB DDR4 RAM, 4TB SSD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional","$1,474.95","#58,777","#1,631",2,"I’m running my music studio on this PC with O% issues.,The one I received would crash every so often. Sent back without a problem.","5.0 out of 5 stars,4.0 out of 5 stars",B0842WDF5T
ToDayDate,https://www.amazon.com/dp/B07HH61PYF,"Intel BOXNUC8i3CYSN1 NUC 8 Home, a Mini PC with Windows 10",$304.90,"#61,226","#1,688",6,"I purchased one of these NUCs to run retro video games in a HyperSpin arcade cabinet and it handles everything I’ve thrown at it like a champ.,Works like it should. Don't let the numbers foold you. Even though the RAM and HD are high, the pc will lag even when not under stress. You neee atleast 8GB of RAM, because the pc will be using around 2 on idle. It does get the job done at the end of the day. It handles everyday task like docs, web surding, and youtube very well. There is a small buzzing noise which is quite noticible if you are close to it. All in all, if I wanted a gaming pc, I'd get something bigger like how it should be. I'd use this for small space and productive situations.,After 1st use the startup is slowing down,Tossed the (slow) HDD and 4gb RAM. Replaced with 1TB SSD and 32GB RAM. No complaints. I love the small form factor.,This is good product for watching youtube and browsing webs and decent games. You will need to add nvme ssd to prevent hypertension, this 1tb hdd is really slow.,Works as expected. Nice little machine.","4.0 out of 5 stars,4.0 out of 5 stars,3.0 out of 5 stars,5.0 out of 5 stars,4.0 out of 5 stars,4.0 out of 5 stars",B07HH61PYF
ToDayDate,https://www.amazon.com/dp/B0842YC4XN,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 64GB DDR4 RAM, 512GB SSD + 1TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional",,"#223,242","#5,500",0,,,B0842YC4XN
ToDayDate,https://www.amazon.com/dp/B0842Y2TQV,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 64GB DDR4 RAM, 512GB SSD + 2TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional","$1,314.95","#94,761","#2,610",0,,,B0842Y2TQV
ToDayDate,https://www.amazon.com/dp/B0842WQL1X,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 32GB DDR4 RAM, 4TB SSD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional","$1,284.95","#147,489","#3,879",2,"I’m running my music studio on this PC with O% issues.,The one I received would crash every so often. Sent back without a problem.","5.0 out of 5 stars,4.0 out of 5 stars",B0842WQL1X
ToDayDate,https://www.amazon.com/dp/B0842Y5N4N,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 64GB DDR4 RAM, 256GB SSD + 1TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional","$1,219.95",,,0,,,B0842Y5N4N
ToDayDate,https://www.amazon.com/dp/B0842WTSV3,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 64GB DDR4 RAM, 2TB SSD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional","$1,225.00",,,2,"I purchased this to replace a server that I had at the house for virtual machines and have not been disappointed. It is small and quiet with plenty of horsepower for what I am needing. USB ports add the storage that is needed for me as well.,Great product.","5.0 out of 5 stars,5.0 out of 5 stars",B0842WTSV3
ToDayDate,https://www.amazon.com/dp/B07WCRJ95P,"Flagship HP Omen X 15t 2S Gaming Laptop with Secondary Touchscreen (Intel i7-9750H 6-Core, 32GB RAM, 512GB PCIe SSD, 15.6"" Full HD, RTX 2070, WiFi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10H)","$2,249.00",,,0,,,B07WCRJ95P
ToDayDate,https://www.amazon.com/dp/B0842Z1MY5,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 64GB DDR4 RAM, 2TB SSD + 2TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional","$1,159.95","#90,217","#2,472",2,"I’m running my music studio on this PC with O% issues.,The one I received would crash every so often. Sent back without a problem.","5.0 out of 5 stars,4.0 out of 5 stars",B0842Z1MY5
ToDayDate,https://www.amazon.com/dp/B0842YPPQ6,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 64GB DDR4 RAM, 2TB SSD + 1TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional","$1,129.95","#129,023","#3,431",2,"I’m running my music studio on this PC with O% issues.,The one I received would crash every so often. Sent back without a problem.","5.0 out of 5 stars,4.0 out of 5 stars",B0842YPPQ6
ToDayDate,https://www.amazon.com/dp/B0842WGBV1,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 8GB DDR4 RAM, 4TB SSD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional","$1,194.95",,,2,"I’m running my music studio on this PC with O% issues.,The one I received would crash every so often. Sent back without a problem.","5.0 out of 5 stars,4.0 out of 5 stars",B0842WGBV1
ToDayDate,https://www.amazon.com/dp/B0842W86YH,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 16GB DDR4 RAM, 4TB SSD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional","$1,214.95","#274,834","#6,477",2,"I’m running my music studio on this PC with O% issues.,The one I received would crash every so often. Sent back without a problem.","5.0 out of 5 stars,4.0 out of 5 stars",B0842W86YH
ToDayDate,https://www.amazon.com/dp/B0842YT81T,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 32GB DDR4 RAM, 2TB SSD + 2TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional","$1,084.95","#58,265","#1,612",2,"I’m running my music studio on this PC with O% issues.,The one I received would crash every so often. Sent back without a problem.","5.0 out of 5 stars,4.0 out of 5 stars",B0842YT81T
ToDayDate,https://www.amazon.com/dp/B084MLRLMN,"Intel NUC10i7FNH Mini PC, Intel Core i7-10710U Upto 4.7GHz, 64GB RAM, 2TB NVMe SSD + 1TB HDD, HDMI, Thunderbolt, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro","$1,079.95","#39,839","#1,107",3,"Fast shipping even with Corona virus typical delivery delays. Prompt tech support to a minor issue. The NUC as configured is a great value.,i installed proxmox, have home assistant, windows 10 with blue iris, deep stack, everything has been running smooth so far. fast in a small package. will install samba server , plex server and see.,Poor response","5.0 out of 5 stars,5.0 out of 5 stars,1.0 out of 5 stars",B084MLRLMN
ToDayDate,https://www.amazon.com/dp/B0842YYNYP,"Intel NUC NUC10i7FNH Ultra Small Mini PC/HTPC - 10th Gen Intel 6-Core i7-10710U up to 4.70 GHz CPU, 32GB DDR4 RAM, 2TB SSD + 1TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Professional",$984.95,"#63,787","#1,750",2,"I’m running my music studio on this PC with O% issues.,The one I received would crash every so often. Sent back without a problem.","5.0 out of 5 stars,4.0 out of 5 stars",B0842YYNYP
