Date,URL,Title,Price,Rank 1,Rank 2,Quantity of review,Review,Review Rating,ASIN
ToDayDate,https://www.amazon.com/dp/B08425M2QM,"HP Pavilion 15-cs3065cl Home and Business Laptop (Intel i7-1065G7 4-Core, 32GB RAM, 1TB PCIe SSD, Intel Iris Plus Graphics, 15.6"" Touch Full HD (1920x1080), WiFi, Win 10 Pro) with USB3.0 Hub","$1,099.99","#50,761","#8,595",2,"Came about a week early and very well packaged. Everything just as described, new condition with no issue.,Seems to be a speedy, sturdy machine.","5.0 out of 5 stars,5.0 out of 5 stars",B08425M2QM
ToDayDate,https://www.amazon.com/dp/B08425JG1Y,"HP Pavilion 15-cs3065cl Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 512GB SATA SSD, Intel Iris Plus Graphics, 15.6"" Touch Full HD (1920x1080), WiFi, Win 10 Home) with USB3.0 Hub",,,,0,,,B08425JG1Y
ToDayDate,https://www.amazon.com/dp/B08425BWB5,"HP Pavilion 15-cs3065cl Home and Business Laptop (Intel i7-1065G7 4-Core, 32GB RAM, 256GB PCIe SSD + 1TB HDD, Intel Iris Plus Graphics, 15.6"" Touch Full HD (1920x1080), Win 10 Home) with USB3.0 Hub",,,,0,,,B08425BWB5
ToDayDate,https://www.amazon.com/dp/B08424WTMS,"HP Pavilion 15-cs3065cl Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 512GB PCIe SSD, Intel Iris Plus Graphics, 15.6"" Touch Full HD (1920x1080), WiFi, Win 10 Pro) with USB3.0 Hub",$949.99,"#66,453","#11,612",2,"Came about a week early and very well packaged. Everything just as described, new condition with no issue.,Seems to be a speedy, sturdy machine.","5.0 out of 5 stars,5.0 out of 5 stars",B08424WTMS
ToDayDate,https://www.amazon.com/dp/B08425JXZ2,"HP Pavilion 15-cs3065cl Home and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 256GB m.2 SATA SSD, Intel Iris Plus Graphics, 15.6"" Touch Full HD (1920x1080), WiFi, Win 10 Home) with USB3.0 Hub",,"#268,323","#48,651",0,,,B08425JXZ2
ToDayDate,https://www.amazon.com/dp/B08BXKPZSZ,"Intel NUC10i3FNH Home and Business Desktop Black (Intel i3-10110U 2-Core, 8GB RAM, 1TB PCIe SSD, Intel UHD Graphics, WiFi, Bluetooth, 3xUSB 3.1, 1xHDMI, SD Card, Win 10 Pro) with Hub",$599.00,,,1,"Great except for two problems. They did not provide a USB hub as advertised and it came without WiFi or LAN drivers. No networks were detected by the WiFi and even when I directly connected my modem via Ethernet to the system, it did not detect that either. This became a cyclical problem as I couldn’t download the drivers because I couldn’t access the internet.",3.0 out of 5 stars,B08BXKPZSZ
ToDayDate,https://www.amazon.com/dp/B08CP8YB9L,"Intel NUC NUC10i3FNH Ultra Small Mini PC/HTPC - 10th Gen Intel Core i3-10110U up to 4.10 GHz Processor, 16GB DDR4 RAM, 256GB NVMe SSD + 1TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Pro",$504.95,"#573,053","#9,383",0,,,B08CP8YB9L
ToDayDate,https://www.amazon.com/dp/B08BXK2NSJ,"Intel NUC10i3FNH Home and Business Desktop Black (Intel i3-10110U 2-Core, 8GB RAM, 512GB PCIe SSD + 1TB HDD (2.5), Intel UHD Graphics, Wifi, Bluetooth, 3xUSB 3.1, 1xHDMI, SD Card, Win 10 Pro) with Hub",$579.00,,,0,,,B08BXK2NSJ
ToDayDate,https://www.amazon.com/dp/B08BXJVWNM,"Intel NUC10i3FNH Home and Business Desktop Black (Intel i3-10110U 2-Core, 16GB RAM, 512GB PCIe SSD, Intel UHD Graphics, WiFi, Bluetooth, 3xUSB 3.1, 1xHDMI, SD Card, Win 10 Pro) with Hub",$549.00,"#50,405","#1,389",1,"Great except for two problems. They did not provide a USB hub as advertised and it came without WiFi or LAN drivers. No networks were detected by the WiFi and even when I directly connected my modem via Ethernet to the system, it did not detect that either. This became a cyclical problem as I couldn’t download the drivers because I couldn’t access the internet.",3.0 out of 5 stars,B08BXJVWNM
ToDayDate,https://www.amazon.com/dp/B08CPW8JF8,"Intel NUC NUC10i3FNH Ultra Small Mini PC/HTPC - 10th Gen Intel Core i3-10110U up to 4.10 GHz Processor, 8GB DDR4 RAM, 512GB NVMe SSD + 2TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Pro",$499.95,,,0,,,B08CPW8JF8
ToDayDate,https://www.amazon.com/dp/B0842585LN,"HP Pavilion 15-cs3065cl Home and Business Laptop (Intel i7-1065G7 4-Core, 32GB RAM, 512GB PCIe SSD + 2TB HDD, Intel Iris Plus Graphics, 15.6"" Touch Full HD (1920x1080), Win 10 Home) with USB3.0 Hub",,,,0,,,B0842585LN
ToDayDate,https://www.amazon.com/dp/B08CN7T91G,"Intel NUC NUC10i3FNH Ultra Small Mini PC/HTPC - 10th Gen Intel Core i3-10110U up to 4.10 GHz Processor, 8GB DDR4 RAM, 256GB NVMe SSD + 2TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Pro",$479.95,"#16,623",#398,0,,,B08CN7T91G
ToDayDate,https://www.amazon.com/dp/B08BXL6D5N,"Intel NUC10i3FNH Home and Business Desktop Black (Intel i3-10110U 2-Core, 8GB RAM, 512GB PCIe SSD, Intel UHD Graphics, WiFi, Bluetooth, 3xUSB 3.1, 1xHDMI, SD Card, Win 10 Pro) with Hub",$459.99,,,1,"Great except for two problems. They did not provide a USB hub as advertised and it came without WiFi or LAN drivers. No networks were detected by the WiFi and even when I directly connected my modem via Ethernet to the system, it did not detect that either. This became a cyclical problem as I couldn’t download the drivers because I couldn’t access the internet.",3.0 out of 5 stars,B08BXL6D5N
ToDayDate,https://www.amazon.com/dp/B08CPR8XWT,"Intel NUC NUC10i3FNH Ultra Small Mini PC/HTPC - 10th Gen Intel Core i3-10110U up to 4.10 GHz Processor, 8GB DDR4 RAM, 1TB NVMe SSD + 1TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Pro",$529.95,,,0,,,B08CPR8XWT
ToDayDate,https://www.amazon.com/dp/B08BXLGTRM,"Intel NUC10i3FNH Home and Business Desktop Black (Intel i3-10110U 2-Core, 8GB RAM, 256GB PCIe SSD + 1TB HDD (2.5), Intel UHD Graphics, Wifi, Bluetooth, 3xUSB 3.1, 1xHDMI, SD Card, Win 10 Pro) with Hub",$494.00,,,0,,,B08BXLGTRM
ToDayDate,https://www.amazon.com/dp/B08BXKW3BZ,"Intel NUC10i3FNH Home and Business Desktop Black (Intel i3-10110U 2-Core, 16GB RAM, 256GB PCIe SSD, Intel UHD Graphics, WiFi, Bluetooth, 3xUSB 3.1, 1xHDMI, SD Card, Win 10 Pro) with Hub",$499.00,,,1,"Great except for two problems. They did not provide a USB hub as advertised and it came without WiFi or LAN drivers. No networks were detected by the WiFi and even when I directly connected my modem via Ethernet to the system, it did not detect that either. This became a cyclical problem as I couldn’t download the drivers because I couldn’t access the internet.",3.0 out of 5 stars,B08BXKW3BZ
ToDayDate,https://www.amazon.com/dp/B08BXJK3B5,"Intel NUC10i3FNH Home and Business Desktop Black (Intel i3-10110U 2-Core, 8GB RAM, 128GB PCIe SSD, Intel UHD Graphics, WiFi, Bluetooth, 3xUSB 3.1, 1xHDMI, SD Card, Win 10 Pro) with Hub",$444.00,,,1,"Great except for two problems. They did not provide a USB hub as advertised and it came without WiFi or LAN drivers. No networks were detected by the WiFi and even when I directly connected my modem via Ethernet to the system, it did not detect that either. This became a cyclical problem as I couldn’t download the drivers because I couldn’t access the internet.",3.0 out of 5 stars,B08BXJK3B5
ToDayDate,https://www.amazon.com/dp/B08CNQB94C,"Intel NUC NUC10i3FNH Ultra Small Mini PC/HTPC - 10th Gen Intel Core i3-10110U up to 4.10 GHz Processor, 8GB DDR4 RAM, 256GB NVMe SSD + 1TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Pro",$449.95,"#77,578","#2,111",0,,,B08CNQB94C
ToDayDate,https://www.amazon.com/dp/B08BXL4DF1,"Intel NUC10i3FNH Home and Business Desktop Black (Intel i3-10110U 2-Core, 8GB RAM, 256GB PCIe SSD, Intel UHD Graphics, WiFi, Bluetooth, 3xUSB 3.1, 1xHDMI, SD Card, Win 10 Pro) with Hub",$433.00,"#227,046","#5,572",1,"Great except for two problems. They did not provide a USB hub as advertised and it came without WiFi or LAN drivers. No networks were detected by the WiFi and even when I directly connected my modem via Ethernet to the system, it did not detect that either. This became a cyclical problem as I couldn’t download the drivers because I couldn’t access the internet.",3.0 out of 5 stars,B08BXL4DF1
ToDayDate,https://www.amazon.com/dp/B08HWX2736,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 2TB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)",,,,0,,,B08HWX2736
ToDayDate,https://www.amazon.com/dp/B08CPK1CYH,"Intel NUC NUC10i3FNH Ultra Small Mini PC/HTPC - 10th Gen Intel Core i3-10110U up to 4.10 GHz Processor, 8GB DDR4 RAM, 512GB NVMe SSD + 1TB HDD, Wi-Fi + Bluetooth, Intel UHD Graphics, Windows 10 Pro",$479.95,,,0,,,B08CPK1CYH
ToDayDate,https://www.amazon.com/dp/B08HWVRNBM,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 2TB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,999.00","#226,711","#42,111",0,,,B08HWVRNBM
ToDayDate,https://www.amazon.com/dp/B08HWWNLNL,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 40GB RAM, 2TB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,949.00",,,0,,,B08HWWNLNL
ToDayDate,https://www.amazon.com/dp/B08HWW7VY2,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 40GB RAM, 1TB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,899.00",,,0,,,B08HWW7VY2
ToDayDate,https://www.amazon.com/dp/B08HWW3XD6,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 2TB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,899.00",,,0,,,B08HWW3XD6
ToDayDate,https://www.amazon.com/dp/B08HWX9DHF,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 40GB RAM, 2TB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,949.00",,,0,,,B08HWX9DHF
ToDayDate,https://www.amazon.com/dp/B08HWX4897,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 40GB RAM, 1TB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,849.00",,,0,,,B08HWX4897
ToDayDate,https://www.amazon.com/dp/B08HWV9MJJ,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 2TB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,899.00",,,0,,,B08HWV9MJJ
ToDayDate,https://www.amazon.com/dp/B08HWWYN5Q,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 2TB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,849.00",,,0,,,B08HWWYN5Q
ToDayDate,https://www.amazon.com/dp/B08HWTX34R,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 2TB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,849.00",,,0,,,B08HWTX34R
ToDayDate,https://www.amazon.com/dp/B08HWWJGCX,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 1TB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,799.00",,,0,,,B08HWWJGCX
ToDayDate,https://www.amazon.com/dp/B08HWWSXJ6,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 40GB RAM, 1TB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,749.00",,,0,,,B08HWWSXJ6
ToDayDate,https://www.amazon.com/dp/B08HWWF8JW,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 40GB RAM, 512GB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,649.00",,,0,,,B08HWWF8JW
ToDayDate,https://www.amazon.com/dp/B08HWWFTHV,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 40GB RAM, 1TB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,699.00",,,0,,,B08HWWFTHV
ToDayDate,https://www.amazon.com/dp/B08HWWBMQF,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 1TB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,699.00","#226,710","#42,110",0,,,B08HWWBMQF
ToDayDate,https://www.amazon.com/dp/B08HWW32FS,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 40GB RAM, 512GB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,799.00",,,0,,,B08HWW32FS
ToDayDate,https://www.amazon.com/dp/B08HWXBMJH,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 1TB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,749.00",,,0,,,B08HWXBMJH
ToDayDate,https://www.amazon.com/dp/B08HWWT4L4,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 1TB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,649.00",,,0,,,B08HWWT4L4
ToDayDate,https://www.amazon.com/dp/B08HWWJMZX,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 1TB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,599.00",,,0,,,B08HWWJMZX
ToDayDate,https://www.amazon.com/dp/B08HWVVFCW,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 40GB RAM, 512GB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,599.00",,,0,,,B08HWVVFCW
ToDayDate,https://www.amazon.com/dp/B08HWW5C8R,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 1TB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,649.00",,,0,,,B08HWW5C8R
ToDayDate,https://www.amazon.com/dp/B08HWXCQTC,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 512GB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,549.00",,,0,,,B08HWXCQTC
ToDayDate,https://www.amazon.com/dp/B08HWW4SXX,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 512GB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,499.00",,,0,,,B08HWW4SXX
ToDayDate,https://www.amazon.com/dp/B08HWW36KJ,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 40GB RAM, 512GB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,449.00",,,0,,,B08HWW36KJ
ToDayDate,https://www.amazon.com/dp/B08HWXHRJ5,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 2TB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,389.00","#94,506","#16,997",0,,,B08HWXHRJ5
ToDayDate,https://www.amazon.com/dp/B08HWWNTD8,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 512GB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,349.00",,,0,,,B08HWWNTD8
ToDayDate,https://www.amazon.com/dp/B08HWWNC26,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 2TB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,389.00",,,0,,,B08HWWNC26
ToDayDate,https://www.amazon.com/dp/B08HWVW49C,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 1TB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,269.00","#68,806","#12,069",0,,,B08HWVW49C
ToDayDate,https://www.amazon.com/dp/B08HWTJMZK,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 24GB RAM, 512GB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,699.00",,,0,,,B08HWTJMZK
ToDayDate,https://www.amazon.com/dp/B08HWWZDVW,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 1TB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Home) (Renewed)","$1,269.00","#94,846","#17,056",0,,,B08HWWZDVW
ToDayDate,https://www.amazon.com/dp/B08639TPPJ,"2020 LG Gram Thin and Light Laptop, 17"" WQXGA 2560 x 1600 IPS Display, Intel 10th Gen i7-1065G7, 512GB SSD, 16GB RAM, Thunderbolt 3, up to 17 Hour Battery, Intel Iris Plus Graphics, Windows 10 Pro","$1,409.97","#9,013","#1,271",2,"Here's what you came for:,Pros","5.0 out of 5 stars,4.0 out of 5 stars",B08639TPPJ
ToDayDate,https://www.amazon.com/dp/B08HWVVP9T,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 512GB m.2 SATA SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,229.00",,,0,,,B08HWVVP9T
ToDayDate,https://www.amazon.com/dp/B08HWVYKT1,"LG Gram 17 School and Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 512GB PCIe SSD, Intel Iris Plus, 17.0"" 2560x1600, WiFi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, Win 10 Pro) (Renewed)","$1,229.00","#119,310","#22,083",0,,,B08HWVYKT1
ToDayDate,https://www.amazon.com/dp/B087D7QXVH,"2020 LG Gram Thin and Light Laptop, 17"" WQXGA 2560 x 1600 IPS Display Intel 10th Gen i7-1065G7 512GB SSD 16GB RAM Thunderbolt 3 up to 17 Hour Battery Intel Iris Plus Graphics Win 10 Pro (Renewed)","$1,199.00","#8,118","#1,126",4,"My 17"" Gram came in like new condition and included the factory power adapter and USB-C Thunderbolt to Ethernet adapter. No factory manual included but easily downloaded from the LG support website. Laptop was shipped in the factory box (rated for shipping) wrapped in a thick foam/plastic wrap.,I use a laptop on my lap from my recliner. It started off warm but when I loaded my software it got too hot to be comfortable. Other than being too hot it is an excellent computer. Fast and light!,Funciona muy bien. Es rápido y muy liviano,Very light and powerful. Battery life is about 8 hours rather than the 17 lusted in the description but that is still nearly 3 times my old laptop with a very thick large capacity battery.","5.0 out of 5 stars,3.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars",B087D7QXVH
